;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ID;Nombre;RUT;Tipo;Tipo Entidad;F. Creacion;Actividades;CÃ³digos;MCC;Industria SII;Categoria Tramo Ventas;Ventas;Empleados;Region;Deuda Directa vigente;Deuda Directa morosa;Deuda Directa vencida;Deuda Directa consumo;Deuda Directa de credito;Deuda Directa de hipoteca;Deuda Directa financiera;Deuda Directa de operacion de pacto;Deuda Directa comercial;Deuda Directa castigada;Deuda Indirecta vigente;Deuda Indirecta vencida;Deuda Indirecta castigada;Deuda Leasing vigente;Deuda Leasing morosa;Deuda Linea credito;Deuda Credito contingente;Monex vigente;Monex vencido;B. concursal;B. concursal monto;B. concursal 12m;B. concursal 12m monto;Tiene B. concursal 12m;Tiene B. concursal;B. laboral;B. laboral monto;B. laboral 12m;B. laboral 12m monto;Tiene B. laboral 12m;Tiene B. laboral;B. comercial;B. comercial monto;B. comercial 12m;B. comercial 12m monto;Tiene B. comercial 12m;Tiene B. comercial;B. INFOCOM;B. INFOCOM monto;B. INFOCOM 12m;B. INFOCOM 12m monto;Tiene B. INFOCOM 12m;Tiene B. INFOCOM;Causas legales;Causas legales en contra;Causas legales a favor;Causas legales no aplicable;Causas legales rol desconocido;Causas legales activas;Causas legales activas en contra;Causas legales activas a favor;Causas legales activas no aplicable;Causas legales activas rol desconocido
;2024048565;Ãvalos S.A.;98114955;Empresa;cl_registral;2023-02-07;ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS|CENTROS MEDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCION AMBULATORIA);681011|862021;OTROS PROFESIONALES|CENTROS MEDICOS;ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;2do Rango Gran Empresa;200000-600000 UF;83;XIII REGION METROPOLITANA;3561000;0;0;0;0;0;0;0;3561000;0;0;0;0;0;0;76398000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;41;6;35;0;0;12;3;9;0;0
;5492383180;Salcedo Laboy Hermanos;95341633;Empresa;cl_registral;2023-02-07;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;421000|422000;CONTRATISTAS DE CONCRETO|OTROS CONTRATISTAS GENERALES;CONSTRUCCION;4to Rango Gran Empresa;+1000000 UF;5796;XIII REGION METROPOLITANA;9876804000;6006803000;7272873000;0;0;0;0;0;13480299000;0;2698511000;136094000;0;1118588000;202284000;0;9676181000;0;0;183;0;183;0;true;true;31;13477300;31;13477300;true;true;9;2331342542;9;2331342542;true;true;40;221938134;26;213844586;true;true;1476;1337;122;0;17;311;275;35;0;1
;3781881623;Montemayor y Valadez;80810957;Empresa;cl_registral;2023-02-07;VENTA AL POR MENOR DE LIBROS EN COMERCIOS ESPECIALIZADOS|OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.|OTROS TIPOS DE ENSEÃ‘ANZA N.C.P.|OTROS SERVICIOS DE ATENCION DE LA SALUD HUMANA PRESTADOS POR EMPRESAS|OTRAS ACTIVIDADES DE ATENCION EN INSTITUCIONES;476101|829900|854909|869091|879000;LIBROS, PELICULAS Y MUSICA ONLINE|OTROS SERVICIOS PROFESIONALES|ESTABLECIMIENTOS FORMACION TECNICA Y PROFESIONAL|OTROS DEL RUBRO SALUD - PROFESIONALES|OTROS DEL RUBRO SALUD - PROFESIONALES;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;3er Rango PequeÃ±a Empresa;10000-25000 UF;18;V REGION VALPARAISO;136154000;0;0;0;0;0;0;0;136154000;0;0;0;0;0;0;23084000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;1;0;1;0;0;0;0;0;0;0
;7406362794;Serrato y LeÃ³n;67551349;Empresa;cl_registral;2023-02-07;SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS;492230;TAXIS Y LIMUSINAS;TRANSPORTE Y ALMACENAMIENTO;1er Rango PequeÃ±a Empresa;2400-5000 UF;3;XIII REGION METROPOLITANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;1;27601;1;27601;true;true;0;0;0;0;false;false;0;0;0;0;false;false;8;6;2;0;0;1;1;0;0;0
;3593751764;CortÃ©s, Villalpando y Soto Asociados;53328354;Empresa;cl_registral;2023-02-07;;;;;Sin InformaciÃ³n;-;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1026993920;Jaramillo, Merino y RascÃ³n Asociados;16500983;Empresa;cl_registral;2023-02-08;FABRICACION DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES|DEMOLICION|PREPARACION DEL TERRENO|OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION|VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACC|TRANSPORTE DE CARGA POR CARRETERA|OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;293000|431100|431200|439000|465901|492300|829900;MATERIALES INDUSTRIALES|OTROS CONTRATISTAS|OTROS CONTRATISTAS|OTROS CONTRATISTAS|MATERIALES INDUSTRIALES|SERVICIOS DE REMOLQUE|OTROS SERVICIOS PROFESIONALES;TRANSPORTE Y ALMACENAMIENTO;3er Rango Gran Empresa;600000-1000000 UF;564;II REGION DE ANTOFAGASTA;7847000;0;0;0;0;0;0;0;7847000;0;0;0;0;0;0;6401000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;51;45;6;0;0;6;5;1;0;0
;1794104460;Amador, Urbina y Orozco Asociados;58513521;Empresa;cl_registral;2023-02-08;"OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.|EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA; SOCIEDADES|ASESORIA Y GESTION EN LA COMPRA O VENTA DE PEQUEÃ‘AS Y MEDIANAS EMPRESA";559009|661903|749001;TIEMPOS COMPARTIDOS - TURISMO|OTROS PROFESIONALES|SERVICIOS VARIOS;ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS;Sin InformaciÃ³n;-;0;XIII REGION METROPOLITANA;1547265000;0;0;0;0;0;0;0;1547265000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;2685358274;Parra, Salcido y Arellano Asociados;66509269;Empresa;cl_registral;2023-02-09;ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS|COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES|ACTIVIDADES DE CONSULTORIA DE GESTION;681011|681012|702000;OTROS PROFESIONALES|OTROS PROFESIONALES|CONSULTORAS;ACTIVIDADES INMOBILIARIAS;1er Rango Mediana Empresa;25000-50000 UF;3;XIII REGION METROPOLITANA;9890630000;0;0;0;0;0;0;0;9883495000;0;0;0;0;0;0;0;7135000;0;0;0;0;0;0;false;false;0;0;0;0;false;false;5;58853335;3;35312001;true;true;0;0;0;0;false;false;10;9;1;0;0;6;5;1;0;0
;1286633946;SolÃ­s Paredes e Hijos;72428948;Empresa;cl_registral;2023-02-10;COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;681012;OTROS PROFESIONALES;ACTIVIDADES INMOBILIARIAS;1er Rango Micro Empresa;0-200 UF;1;XIII REGION METROPOLITANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;1;1;0;0;0;1;1;0;0;0
;9350848208;GonzÃ¡lez, Medrano y Cortez Asociados;58276146;Empresa;cl_registral;2023-02-10;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL|VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELAB;421000|466301;CONTRATISTAS DE CONCRETO|MATERIALES INDUSTRIALES;CONSTRUCCION;3er Rango PequeÃ±a Empresa;10000-25000 UF;13;X REGION LOS LAGOS;175857000;0;0;0;0;0;0;0;154353000;0;0;0;0;0;0;16253000;21504000;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;8553675531;Montoya, Iglesias y Cruz Asociados;81353020;Empresa;cl_registral;2023-02-10;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;410010|681012;OTROS CONTRATISTAS GENERALES|OTROS PROFESIONALES;CONSTRUCCION;1er Rango Gran Empresa;100000-200000 UF;0;IX REGION DE LA ARAUCANIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7301000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;2;2;0;0;0;1;1;0;0;0
;6674602279;EstÃ©vez, Barela y Menchaca Asociados;60034516;Empresa;cl_registral;2023-02-10;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA|FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES|ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS|SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR EMPRESAS|OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALE;360000|643000|681011|801001|812909;ELECTRICAS|OTROS PROFESIONALES|OTROS PROFESIONALES|SERVICIOS DE SEGURIDAD|SERVICIOS DE ASEO Y MANTENCION;ACTIVIDADES INMOBILIARIAS;1er Rango Gran Empresa;100000-200000 UF;2;XIII REGION METROPOLITANA;1394199000;0;0;0;0;0;0;0;1394199000;0;0;0;0;20949952000;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;3;0;3;0;0;1;0;1;0;0
;7703559075;Olivas, Tejeda y Rivera Asociados;95553699;Empresa;cl_registral;2023-02-10;"VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES EN COMERCI|ENSEÃ‘ANZA PREESCOLAR PRIVADA|ENSEÃ‘ANZA PRIMARIA, SECUNDARIA CIENTIFICO HUMANISTA Y TECNICO PROFESIO|ACTIVIDADES DE APOYO A LA ENSEÃ‘ANZA|FUNDACIONES Y CORPORACIONES; ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CU|ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.";477201|850021|850022|855000|949903|949909;FARMACIAS|JARDINES INFANTILES|COLEGIOS Y ESTABLECIMIENTOS EDUCACIONALES|SERV. DE EDUCACION NO CLASIFICADOS EN OTRO LUGAR|FUNDACIONES BENEFICAS|FUNDACIONES BENEFICAS;COMERCIO AL POR MAYOR Y AL POR MENOR;3er Rango PequeÃ±a Empresa;10000-25000 UF;2220;XIII REGION METROPOLITANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;4;27726154;4;27726154;true;true;0;0;0;0;false;false;23;10154346;0;0;false;true;614;521;93;0;0;79;76;3;0;0
;8199475413;Leyva, Duarte y Leyva Asociados;77128623;Empresa;cl_registral;2023-02-10;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES|ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS;643000|681011;OTROS PROFESIONALES|OTROS PROFESIONALES;ACTIVIDADES FINANCIERAS Y DE SEGUROS;1er Rango Gran Empresa;100000-200000 UF;2;XIII REGION METROPOLITANA;2619476000;0;0;0;0;0;0;0;2619476000;0;0;0;0;0;0;0;0;0;0;2;0;2;0;true;true;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;3;2;1;0;0;2;1;1;0;0
;7237104847;Baca y AcuÃ±a;35919671;Empresa;cl_registral;2023-02-10;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;422000;OTROS CONTRATISTAS GENERALES;;Sin InformaciÃ³n;-;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;5835069059;Linares, GonzÃ¡lez y Espinal Asociados;22807166;Empresa;cl_registral;2023-02-07;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL|FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES|ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER|ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.;421000|643000|771000|773009;CONTRATISTAS DE CONCRETO|OTROS PROFESIONALES|ARRIENDOS DE CASAS RODANTES|ARRIENDO DE EQUIPOS;CONSTRUCCION;4to Rango Gran Empresa;+1000000 UF;567;XIII REGION METROPOLITANA;6282532000;0;0;0;0;0;0;0;6021000;0;31065000;0;0;913610000;0;0;6276512000;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;143;121;22;0;0;10;7;3;0;0
;6631870442;Segovia y Solorio;50602713;Empresa;cl_registral;2023-02-17;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|TERMINACION Y ACABADO DE EDIFICIOS|COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES;410010|433000|681012;OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES|OTROS PROFESIONALES;CONSTRUCCION;2do Rango Mediana Empresa;50000-100000 UF;0;XIII REGION METROPOLITANA;0;0;8963593000;0;0;0;0;0;8963593000;0;0;0;0;0;0;0;0;0;0;2;0;2;0;true;true;0;0;0;0;false;false;19;8657997390;19;8657997390;true;true;0;0;0;0;false;false;7;6;1;0;0;1;0;1;0;0
;8480545940;Velasco EnrÃ­quez S.A.;78556487;Empresa;cl_registral;2023-02-17;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|CONSTRUCCION DE EDIFICIOS PARA USO NO RESIDENCIAL|TERMINACION Y ACABADO DE EDIFICIOS;410010|410020|433000;OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES;CONSTRUCCION;3er Rango Gran Empresa;600000-1000000 UF;1470;XIII REGION METROPOLITANA;2666375000;128166000;292152000;0;0;0;0;0;3086693000;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;false;false;5;7985923;5;7985923;true;true;6;438244416;6;438244416;true;true;70;77068717;43;36688628;true;true;164;155;9;0;0;45;41;4;0;0
;1349126433;Valdez Robles e Hijos;82373827;Empresa;cl_registral;2023-02-17;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;410010|421000;OTROS CONTRATISTAS GENERALES|CONTRATISTAS DE CONCRETO;CONSTRUCCION;4to Rango Gran Empresa;+1000000 UF;1515;XIII REGION METROPOLITANA;34488990000;0;0;0;0;0;0;0;8195959000;0;842234000;0;0;0;0;10760000;26293031000;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;1281;1190;84;0;7;97;81;15;0;1
;4475843641;Baeza Lovato Hermanos;96718307;Empresa;cl_registral;2023-02-20;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|PREPARACION DEL TERRENO|VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUC|TRANSPORTE DE CARGA POR CARRETERA|ALQUILER DE OTROS TIPOS DE MAQUINARIAS Y EQUIPOS SIN OPERARIO N.C.P.;410010|431200|475201|492300|773009;OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS|OTROS ABASTECIMIENTO DE INSUMO Y MAT. PRIMA|SERVICIOS DE REMOLQUE|ARRIENDO DE EQUIPOS;CONSTRUCCION;3er Rango Gran Empresa;600000-1000000 UF;668;XIII REGION METROPOLITANA;2942607000;80180000;0;0;0;0;0;0;2206744000;0;0;0;0;0;0;10983000;816043000;0;0;0;0;0;0;false;false;2;221465;2;221465;true;true;43;230482572;43;230482572;true;true;4;8751268;4;8751268;true;true;82;76;6;0;0;25;21;4;0;0
;9902861117;Rael Jasso S.L.;43612311;Empresa;cl_registral;2023-02-20;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;410010|421000;OTROS CONTRATISTAS GENERALES|CONTRATISTAS DE CONCRETO;CONSTRUCCION;2do Rango Mediana Empresa;50000-100000 UF;115;XIII REGION METROPOLITANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;61;58;3;0;0;2;2;0;0;0
;7117730866;CabÃ¡n y Ceballos;35922987;Empresa;cl_registral;2023-02-20;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|TERMINACION Y ACABADO DE EDIFICIOS|OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;410010|422000|433000|829900;OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES|OTROS SERVICIOS PROFESIONALES;CONSTRUCCION;2do Rango PequeÃ±a Empresa;5000-10000 UF;0;XIII REGION METROPOLITANA;76037000;0;0;0;0;0;0;0;76037000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;10;9;1;0;0;0;0;0;0;0
